"","title","rank","studio","lifetime_gross","year","omdb.Awards","omdb.Genre","omdb.Metascore","omdb.imdbRating"
"1538","Gorillas in the Mist",3011,"Uni.",24720479,1988,NA,NA,NA,NA
"1539","Gorky Park",3845,"Orion",15856028,1983,NA,NA,NA,NA
"1540","Gosford Park",1994,"USA",41308615,2001,NA,NA,NA,NA
"1541","Gotcha!",4529,"Uni.",10806919,1985,NA,NA,NA,NA
"1542","Gothika",1360,"WB",59694580,2003,NA,NA,NA,NA
"1543","Gran Torino",357,"WB",148095302,2008,"Nominated for 1 Golden Globe. Another 20 wins & 17 nominations.","Drama","72","8.1"
"1544","Grand Canyon",2441,"Fox",33243020,1991,NA,NA,NA,NA
"1545","Graveyard Shift",4415,"Par.",11582891,1990,NA,NA,NA,NA
"1546","Gravity",97,"WB",274092705,2013,"Won 7 Oscars. Another 232 wins & 175 nominations.","Drama, Sci-Fi, Thriller","96","7.7"
"1547","Grease",216,"Par.",188755690,1978,"Nominated for 1 Oscar. Another 3 wins & 7 nominations.","Musical, Romance","70","7.2"
"1548","Grease 2",3919,"Par.",15171476,1982,NA,NA,NA,NA
"1549","Great Balls of Fire!",4126,"Orion",13741060,1989,NA,NA,NA,NA
"1550","Great Expectations",2869,"Fox",26420672,1998,NA,NA,NA,NA
"1551","Greedy",4198,"Uni.",13137484,1994,NA,NA,NA,NA
"1552","Green Card",2674,"BV",29888235,1990,NA,NA,NA,NA
"1553","Green Lantern",554,"WB",116601172,2011,NA,NA,NA,NA
"1554","Green Zone",2338,"Uni.",35053660,2010,NA,NA,NA,NA
"1555","Gremlins",336,"WB",153083102,1984,"7 wins & 6 nominations.","Comedy, Fantasy, Horror","70","7.2"
"1556","Gremlins 2: The New Batch",1988,"WB",41482207,1990,NA,NA,NA,NA
"1557","Greystoke: The Legend of Tarzan",1812,"WB",45858563,1984,NA,NA,NA,NA
"1558","Gridiron Gang",2133,"Sony",38432823,2006,NA,NA,NA,NA
"1559","Grindhouse",2990,"W/Dim.",25037897,2007,NA,NA,NA,NA
"1560","Gross Anatomy",4412,"BV",11604598,1989,NA,NA,NA,NA
"1561","Grosse Pointe Blank",2765,"BV",28084357,1997,NA,NA,NA,NA
"1562","Groundhog Day",1101,"Col.",70906973,1993,NA,NA,NA,NA
"1563","Grown Ups",306,"Sony",162001186,2010,"3 wins & 4 nominations.","Comedy","30","6.0"
"1564","Grown Ups 2",429,"Sony",133668525,2013,"5 wins & 15 nominations.","Comedy","19","5.4"
"1565","Grudge Match",2678,"WB",29807260,2013,NA,NA,NA,NA
"1566","Grumpier Old Men",1086,"WB",71518503,1995,NA,NA,NA,NA
"1567","Grumpy Old Men",1120,"WB",70172621,1993,NA,NA,NA,NA
"1568","Guardians of the Galaxy",56,"BV",333176600,2014,"Nominated for 2 Oscars. Another 52 wins & 99 nominations.","Action, Adventure, Comedy, Sci-Fi","76","8.1"
"1569","Guardians of the Galaxy Vol. 2",34,"BV",389813101,2017,"Nominated for 1 Oscar. Another 12 wins & 42 nominations.","Action, Adventure, Comedy, Sci-Fi","67","7.7"
"1570","Guarding Tess",2825,"TriS",27058304,1994,NA,NA,NA,NA
"1571","Guess Who",1143,"Sony",68915888,2005,NA,NA,NA,NA
"1572","Guess Who's Coming to Dinner",1448,"Col.",56666667,1967,NA,NA,NA,NA
"1573","Guilty as Sin",3133,"BV",22866222,1993,NA,NA,NA,NA
"1574","Guilty by Suspicion",4742,"WB",9480198,1991,NA,NA,NA,NA
"1575","Gulliver's Travels",1935,"Fox",42779261,2010,NA,NA,NA,NA
"1576","Gung Ho",2245,"Par.",36611610,1986,NA,NA,NA,NA
"1577","Gus",3209,"Dis.",21873000,1976,NA,NA,NA,NA
"1578","Hacksaw Ridge",1172,"LGF",67209615,2016,NA,NA,NA,NA
"1579","Hail, Caesar!",2628,"Uni.",30498085,2016,NA,NA,NA,NA
"1580","Hair",3909,"MGM",15284643,1979,NA,NA,NA,NA
"1581","Hairspray (2007)",534,"NL",118871849,2007,NA,NA,NA,NA
"1582","Half Baked",3659,"Uni.",17460020,1998,NA,NA,NA,NA
"1583","Half Past Dead",3874,"Sony",15567860,2002,NA,NA,NA,NA
"1584","Hall Pass",1837,"WB (NL)",45060734,2011,NA,NA,NA,NA
"1585","Halloween",1771,"CIP",4.7e+07,1978,NA,NA,NA,NA
"1586","Halloween (2007)",1395,"MGM/W",58272029,2007,NA,NA,NA,NA
"1587","Halloween (2018)",830,"Uni.",87213220,2018,NA,NA,NA,NA
"1588","Halloween 4: The Return of Michael Myers",3616,"Gal.",17768757,1988,NA,NA,NA,NA
"1589","Halloween 5",4408,"Gal.",11642254,1989,NA,NA,NA,NA
"1590","Halloween II",2943,"Uni.",25533818,1981,NA,NA,NA,NA
"1591","Halloween II (2009)",2432,"W/Dim.",33392973,2009,NA,NA,NA,NA
"1592","Halloween III: Season of the Witch",4032,"Uni.",14400000,1982,NA,NA,NA,NA
"1593","Halloween: H20",1492,"Dim.",55041738,1998,NA,NA,NA,NA
"1594","Halloween: Resurrection",2633,"Dim.",30354442,2002,NA,NA,NA,NA
"1595","Halloween: The Curse of Michael Myers",3928,"Dim.",15116634,1995,NA,NA,NA,NA
"1596","Hamburger Hill",4116,"Par.",13839404,1987,NA,NA,NA,NA
"1597","Hamlet (1990)",3335,"WB",20710451,1990,NA,NA,NA,NA
"1598","Hancock",148,"Sony",227946274,2008,"4 wins & 11 nominations.","Action, Drama, Fantasy","49","6.4"
"1599","Hang 'em High",4507,"UA",1.1e+07,1968,NA,NA,NA,NA
"1600","Hanging Up",2277,"Sony",36050230,2000,NA,NA,NA,NA
"1601","Hanky Panky",4699,"Col.",9823934,1982,NA,NA,NA,NA
"1602","Hanna",2048,"Focus",40259119,2011,NA,NA,NA,NA
"1603","Hannah and Her Sisters",2061,"Orion",40084041,1986,NA,NA,NA,NA
"1604","Hannah Montana The Movie",954,"BV",79576189,2009,NA,NA,NA,NA
"1605","Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour",1218,"BV",65281781,2008,NA,NA,NA,NA
"1606","Hannibal",295,"MGM",165092268,2001,"8 wins & 17 nominations.","Crime, Drama, Thriller","57","6.8"
"1607","Hannibal Rising",2790,"MGM/W",27670986,2007,NA,NA,NA,NA
"1608","Hansel and Gretel: Witch Hunters",1475,"Par.",55703475,2013,NA,NA,NA,NA
"1609","Happily N'Ever After",3872,"LGF",15589393,2007,NA,NA,NA,NA
"1610","Happy Death Day",1477,"Uni.",55683845,2017,"1 nomination.","Horror, Mystery, Thriller","57","6.5"
"1611","Happy Feet",202,"WB",198000317,2006,"Won 1 Oscar. Another 18 wins & 23 nominations.","Animation, Adventure, Comedy, Family, Music, Musical, Romance","77","6.5"
"1612","Happy Feet Two",1252,"WB",64006466,2011,NA,NA,NA,NA
"1613","Happy Gilmore",2119,"Uni.",38824099,1996,NA,NA,NA,NA
"1614","Hard Rain",3422,"Par.",19870567,1998,NA,NA,NA,NA
"1615","Hard Target",2480,"Uni.",32589677,1993,NA,NA,NA,NA
"1616","Hard to Hold",4486,"Uni.",11113806,1984,NA,NA,NA,NA
"1617","Hard to Kill",1754,"WB",47410827,1990,NA,NA,NA,NA
"1618","Hardball",2051,"Par.",40222729,2001,NA,NA,NA,NA
"1619","Hardcore Henry",4765,"STX",9252038,2016,NA,NA,NA,NA
"1620","Harlem Nights",1322,"Par.",60864870,1989,NA,NA,NA,NA
"1621","Harold and Kumar Escape from Guantanamo Bay",2159,"WB (NL)",38108728,2008,NA,NA,NA,NA
"1622","Harold and Kumar Go to White Castle",3576,"NL",18250550,2004,NA,NA,NA,NA
"1623","Harriet the Spy",2860,"Par.",26570048,1996,NA,NA,NA,NA
"1624","Harry and the Hendersons",2681,"Uni.",29760613,1987,NA,NA,NA,NA
"1625","Harry Potter and the Chamber of Secrets",103,"WB",261988482,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 42 nominations.","Adventure, Family, Fantasy","63","7.4"
"1626","Harry Potter and the Deathly Hallows Part 1",80,"WB",295983305,2010,NA,NA,NA,NA
"1627","Harry Potter and the Deathly Hallows Part 2",35,"WB",381011219,2011,NA,NA,NA,NA
"1628","Harry Potter and the Goblet of Fire",89,"WB",290013036,2005,"Nominated for 1 Oscar. Another 13 wins & 42 nominations.","Adventure, Family, Fantasy","81","7.7"
"1629","Harry Potter and the Half-Blood Prince",77,"WB",301959197,2009,"Nominated for 1 Oscar. Another 8 wins & 35 nominations.","Adventure, Family, Fantasy, Mystery","78","7.6"
"1630","Harry Potter and the Order of the Phoenix",85,"WB",292004738,2007,"Nominated for 2 BAFTA Film Awards. Another 14 wins & 40 nominations.","Adventure, Family, Fantasy, Mystery","71","7.5"
"1631","Harry Potter and the Prisoner of Azkaban",119,"WB",249541069,2004,"Nominated for 2 Oscars. Another 14 wins & 45 nominations.","Adventure, Family, Fantasy","82","7.9"
"1632","Harry Potter and the Sorcerer's Stone",65,"WB",317575550,2001,"Nominated for 3 Oscars. Another 17 wins & 62 nominations.","Adventure, Family, Fantasy","64","7.6"
"1633","Hart's War",3491,"MGM",19077641,2002,NA,NA,NA,NA
"1634","Haunted Castle (IMAX)",4140,"NWav",13651656,2001,NA,NA,NA,NA
"1635","Haunted Honeymoon",4962,"Orion",8033397,1986,NA,NA,NA,NA
"1636","Havana",4767,"Uni.",9243140,1990,NA,NA,NA,NA
"1637","Haywire",3504,"Rela.",18942396,2012,NA,NA,NA,NA
"1638","He's Just Not That Into You",756,"WB (NL)",93953653,2009,NA,NA,NA,NA
"1639","He Got Game",3241,"BV",21567853,1998,NA,NA,NA,NA
"1640","He Said, She Said",4700,"Par.",9804775,1991,NA,NA,NA,NA
"1641","Head of State",2154,"DW",38125247,2003,NA,NA,NA,NA
"1642","Head Over Heels",4593,"Uni.",10424470,2001,NA,NA,NA,NA
"1643","Heart and Souls",3762,"Uni.",16589540,1993,NA,NA,NA,NA
"1644","Heartbreak Ridge",1941,"WB",42724017,1986,NA,NA,NA,NA
"1645","Heartbreakers",2045,"MGM",40336607,2001,NA,NA,NA,NA
"1646","Heartburn",2959,"Par.",25314189,1986,NA,NA,NA,NA
"1647","Hearts in Atlantis",3043,"WB",24185781,2001,NA,NA,NA,NA
"1648","Heat",1164,"WB",67436818,1995,NA,NA,NA,NA
"1649","Heaven Can Wait (1978)",913,"Par.",81640278,1978,NA,NA,NA,NA
"1650","Heaven is for Real",782,"TriS",91443253,2014,NA,NA,NA,NA
"1651","Heavyweights",3623,"BV",17689177,1995,NA,NA,NA,NA
"1652","Heist",3089,"WB",23510841,2001,NA,NA,NA,NA
"1653","Hell Fest",4530,"LGF",10780674,2018,NA,NA,NA,NA
"1654","Hell or High Water",2828,"LGF",27007844,2016,NA,NA,NA,NA
"1655","Hellbound: Hellraiser II",4351,"NW",12090735,1988,NA,NA,NA,NA
"1656","Hellboy",1363,"SonR",59623958,2004,NA,NA,NA,NA
"1657","Hellboy II: The Golden Army",1001,"Uni.",75986503,2008,NA,NA,NA,NA
"1658","Hello Again",3356,"BV",20419446,1987,"1 nomination.","Comedy, Drama, Fantasy","N/A","5.1"
"1659","Hello, My Name is Doris",4024,"RAtt.",14444999,2016,NA,NA,NA,NA
"1660","Hellraiser",4004,"NW",14564027,1987,NA,NA,NA,NA
"1661","Hellraiser 4: Bloodline",4757,"Mira.",9336886,1996,NA,NA,NA,NA
"1662","Hellraiser III: Hell on Earth",4286,"Mira.",12534961,1992,NA,NA,NA,NA
"1663","Henry & June",4418,"Uni.",11567449,1990,NA,NA,NA,NA
"1664","Henry V",4643,"Gold.",10161099,1989,NA,NA,NA,NA
"1665","Her (2013)",2937,"WB",25568251,2013,NA,NA,NA,NA
"1666","Her Alibi",3529,"WB",18699037,1989,NA,NA,NA,NA
"1667","Herbie Goes Bananas",3594,"BV",1.8e+07,1980,NA,NA,NA,NA
"1668","Herbie Goes to Monte Carlo",2715,"Dis.",2.9e+07,1977,NA,NA,NA,NA
"1669","Herbie Rides Again",2148,"Dis.",38229000,1974,NA,NA,NA,NA
"1670","Herbie: Fully Loaded",1203,"BV",66023816,2005,NA,NA,NA,NA
"1671","Hercules",723,"BV",99112101,1997,NA,NA,NA,NA
"1672","Hercules (1983)",4547,"MGM",10676194,1983,NA,NA,NA,NA
"1673","Hercules (2014)",1061,"Par.",72688614,2014,NA,NA,NA,NA
"1674","Here Comes the Boom",1832,"Sony",45290318,2012,NA,NA,NA,NA
"1675","Here on Earth",4576,"Fox",10522168,2000,NA,NA,NA,NA
"1676","Hereafter",2467,"WB",32746941,2010,NA,NA,NA,NA
"1677","Hereditary",1878,"A24",44069456,2018,NA,NA,NA,NA
"1678","Hero",1532,"Mira.",53710019,2004,NA,NA,NA,NA
"1679","Hero",3451,"Col.",19507345,1992,NA,NA,NA,NA
"1680","Hero at Large",3840,"MGM",15934737,1980,NA,NA,NA,NA
"1681","Heroes",2422,"Uni.",33500000,1977,NA,NA,NA,NA
"1682","Hey Arnold! The Movie",4128,"Par.",13728902,2002,NA,NA,NA,NA
"1683","Hidalgo",1168,"BV",67303450,2004,NA,NA,NA,NA
"1684","Hidden Figures",281,"Fox",169607287,2016,"Nominated for 3 Oscars. Another 36 wins & 81 nominations.","Biography, Drama, History","74","7.8"
"1685","Hide and Seek",1627,"Fox",51100486,2005,NA,NA,NA,NA
"1686","Hideaway",4340,"Sony",12201255,1995,NA,NA,NA,NA
"1687","High Anxiety",2589,"Fox",31063038,1977,NA,NA,NA,NA
"1688","High Crimes",1987,"Fox",41543917,2002,NA,NA,NA,NA
"1689","High Fidelity",2809,"BV",27287137,2000,NA,NA,NA,NA
"1690","High Plains Drifter",3862,"Uni.",15700000,1973,NA,NA,NA,NA
"1691","High Road to China",2750,"WB",28445927,1983,NA,NA,NA,NA
"1692","High School High",3272,"Sony",21302121,1996,NA,NA,NA,NA
"1693","High School Musical 3: Senior Year",797,"BV",90559416,2008,NA,NA,NA,NA
"1694","High Spirits",4864,"TriS",8578231,1988,NA,NA,NA,NA
"1695","Higher Learning",2144,"Sony",38290723,1995,NA,NA,NA,NA
"1696","Highlander 2: The Quickening",3876,"Istr",15556340,1991,NA,NA,NA,NA
"1697","Highlander 3: The Final Dimension",4325,"Mira.",12303080,1995,NA,NA,NA,NA
"1698","Highlander: Endgame",4250,"Mira.",12811858,2000,NA,NA,NA,NA
"1699","Hillary's America: The Secret History of the Democratic Party",4208,"QF",13099931,2016,NA,NA,NA,NA
"1700","History of the World, Part I",2549,"Fox",31672907,1981,NA,NA,NA,NA
"1701","Hit and Run",4124,"ORF",13749300,2012,NA,NA,NA,NA
"1702","Hitch",246,"Sony",179495555,2005,"4 wins & 24 nominations.","Comedy, Romance","58","6.6"
"1703","Hitman",2077,"Fox",39687694,2007,NA,NA,NA,NA
"1704","Hitman: Agent 47",3168,"Fox",22467450,2015,NA,NA,NA,NA
"1705","Hocus Pocus",2085,"BV",39514713,1993,NA,NA,NA,NA
"1706","Hoffa",3039,"Fox",24276506,1992,NA,NA,NA,NA
"1707","Holes",1165,"BV",67406573,2003,NA,NA,NA,NA
"1708","Hollow Man",1052,"Sony",73209340,2000,NA,NA,NA,NA
"1709","Hollywood Homicide",2598,"SonR",30940691,2003,NA,NA,NA,NA
"1710","Hollywoodland",4028,"Focus",14426251,2006,NA,NA,NA,NA
"1711","Holy Man",4353,"BV",12069719,1998,NA,NA,NA,NA
"1712","Home (2015)",249,"Fox",177397510,2015,NA,NA,NA,NA
"1713","Home Again",2826,"ORF",27020284,2017,"N/A","Comedy, Drama, Romance","41","5.8"
"1714","Home Alone",91,"Fox",285761243,1990,"Nominated for 2 Oscars. Another 10 wins & 4 nominations.","Comedy, Family","63","7.5"
"1715","Home Alone 2: Lost in New York",266,"Fox",173585516,1992,"3 wins & 3 nominations.","Adventure, Comedy, Family","N/A","6.7"
"1716","Home Alone 3",2602,"Fox",30882515,1997,NA,NA,NA,NA
"1717","Home for the Holidays",3648,"Par.",17519169,1995,NA,NA,NA,NA
"1718","Home Fries",4585,"WB",10459961,1998,NA,NA,NA,NA
"1719","Home on the Range",1673,"BV",50030461,2004,NA,NA,NA,NA
"1720","Homefront",3394,"ORF",20158898,2013,NA,NA,NA,NA
"1721","Homeward Bound II: Lost in San Francisco",2464,"BV",32772492,1996,NA,NA,NA,NA
"1722","Homeward Bound: The Incredible Journey",1977,"BV",41833324,1993,NA,NA,NA,NA
"1723","Honey",2640,"Uni.",30308417,2003,NA,NA,NA,NA
"1724","Honey, I Blew Up the Kid",1383,"BV",58662452,1992,NA,NA,NA,NA
"1725","Honey, I Shrunk the Kids",445,"BV",130724172,1989,"Won 1 BAFTA Film Award. Another 1 win & 10 nominations.","Adventure, Comedy, Family","63","6.3"
"1726","Honeymoon in Vegas",2323,"Col.",35208854,1992,NA,NA,NA,NA
"1727","Honeysuckle Rose",3607,"WB",17815212,1980,NA,NA,NA,NA
"1728","Hoodlum",3091,"MGM",23499102,1997,NA,NA,NA,NA
"1729","Hoodwinked",1616,"Wein.",51386611,2005,NA,NA,NA,NA
"1730","Hoodwinked Too! Hood vs. Evil",4646,"Wein.",10143779,2011,NA,NA,NA,NA
"1731","Hook",525,"TriS",119654823,1991,NA,NA,NA,NA
"1732","Hoop Dreams",4996,"FL",7830611,1994,NA,NA,NA,NA
"1733","Hooper",972,"WB",7.8e+07,1978,NA,NA,NA,NA
"1734","Hoosiers",2739,"Orion",28607524,1986,NA,NA,NA,NA
"1735","Hoot",4941,"NL",8117637,2006,NA,NA,NA,NA
"1736","Hop",615,"Uni.",108085305,2011,NA,NA,NA,NA
"1737","Hope and Glory",4670,"Col.",10021120,1987,NA,NA,NA,NA
"1738","Hope Floats",1348,"Fox",60053195,1998,NA,NA,NA,NA
"1739","Hope Springs",1269,"Sony",63536011,2012,NA,NA,NA,NA
"1740","Horrible Bosses",544,"WB (NL)",117538559,2011,NA,NA,NA,NA
"1741","Horrible Bosses 2",1513,"WB",54445357,2014,NA,NA,NA,NA
"1742","Hostage",2360,"Mira.",34639939,2005,NA,NA,NA,NA
"1743","Hostel",1761,"Lions",47326473,2006,NA,NA,NA,NA
"1744","Hostel Part II",3634,"LGF",17609452,2007,NA,NA,NA,NA
"1745","Hostiles",2677,"ENTMP",29819114,2017,NA,NA,NA,NA
"1746","Hot Dog... The Movie",3372,"MGM",20307325,1984,NA,NA,NA,NA
"1747","Hot Fuzz",3079,"Rog.",23637265,2007,NA,NA,NA,NA
"1748","Hot Pursuit",2365,"WB (NL)",34580201,2015,NA,NA,NA,NA
"1749","Hot Rod",4104,"Par.",13938332,2007,NA,NA,NA,NA
"1750","Hot Shots!",1137,"Fox",69467617,1991,NA,NA,NA,NA
"1751","Hot Shots! Part Deux",2116,"Fox",38922972,1993,NA,NA,NA,NA
"1752","Hot Tub Time Machine",1662,"MGM",50287556,2010,NA,NA,NA,NA
"1753","Hot Tub Time Machine 2",4320,"Par.",12314651,2015,NA,NA,NA,NA
"1754","Hotel for Dogs",1056,"P/DW",73034460,2009,NA,NA,NA,NA
"1755","Hotel Rwanda",3087,"UA",23530892,2004,NA,NA,NA,NA
"1756","Hotel Transylvania",355,"Sony",148313048,2012,"Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.","Animation, Comedy, Family","47","7.1"
"1757","Hotel Transylvania 2",280,"Sony",169700110,2015,"1 win & 10 nominations.","Animation, Comedy, Family","44","6.7"
"1758","Hotel Transylvania 3: Summer Vacation",289,"Sony",167210248,2018,"N/A","Animation, Adventure, Comedy, Family, Fantasy","54","6.3"
"1759","House",3459,"NW",19444631,1986,NA,NA,NA,NA
"1760","House at the End of The Street",2553,"Rela.",31611916,2012,NA,NA,NA,NA
"1761","House Calls",2749,"Uni.",28460702,1978,NA,NA,NA,NA
"1762","House of 1,000 Corpses",4274,"Lions",12634962,2003,NA,NA,NA,NA
"1763","House of Flying Daggers",4496,"SPC",11050094,2004,NA,NA,NA,NA
"1764","House of Sand and Fog",4219,"DW",13040288,2003,NA,NA,NA,NA
"1765","House of the Dead",4624,"Art.",10249719,2003,NA,NA,NA,NA
"1766","House of Wax",2518,"WB",32064800,2005,NA,NA,NA,NA
"1767","House of Wax",3068,"WB",23750000,1953,NA,NA,NA,NA
"1768","House on Haunted Hill",2021,"WB",40846082,1999,NA,NA,NA,NA
"1769","House Party",2875,"NL",26385627,1990,NA,NA,NA,NA
"1770","House Party 2",3461,"NL",19438638,1991,NA,NA,NA,NA
"1771","House Party 3",3474,"NL",19281235,1994,NA,NA,NA,NA
"1772","Houseguest",2877,"BV",26325256,1995,NA,NA,NA,NA
"1773","Housesitter",1389,"Uni.",58500635,1992,NA,NA,NA,NA
"1774","How Do You Know",2647,"Sony",30212620,2010,NA,NA,NA,NA
"1775","How High",2582,"Uni.",31178740,2001,NA,NA,NA,NA
"1776","How Stella Got Her Groove Back",2186,"Fox",37672941,1998,NA,NA,NA,NA
"1777","How the Grinch Stole Christmas",105,"Uni.",260044825,2000,"Won 1 Oscar. Another 17 wins & 37 nominations.","Comedy, Family, Fantasy","46","6.1"
"1778","How to be a Latin Lover",2512,"PNT",32149404,2017,NA,NA,NA,NA
"1779","How to Be Single",1778,"WB (NL)",46843513,2016,NA,NA,NA,NA
"1780","How to Deal",4063,"NL",14195227,2003,NA,NA,NA,NA
"1781","How to Eat Fried Worms",4218,"NL",13040527,2006,NA,NA,NA,NA
"1782","How to Lose a Guy in 10 Days",636,"Par.",105813373,2003,NA,NA,NA,NA
"1783","How to Make an American Quilt",3081,"Uni.",23600020,1995,NA,NA,NA,NA
"1784","How to Train Your Dragon",163,"P/DW",217581231,2010,"Nominated for 2 Oscars. Another 25 wins & 60 nominations.","Animation, Action, Adventure, Comedy, Family, Fantasy","74","8.1"
"1785","How to Train Your Dragon 2",252,"Fox",177002924,2014,"Nominated for 1 Oscar. Another 14 wins & 60 nominations.","Animation, Action, Adventure, Comedy, Family, Fantasy","76","7.8"
"1786","Howard the Duck",3790,"Uni.",16295774,1986,NA,NA,NA,NA
"1787","Howards End",2889,"SPC",26126837,1992,NA,NA,NA,NA
"1788","Hubble 3D",1577,"WB",52337318,2010,NA,NA,NA,NA
"1789","Hudson Hawk",3693,"TriS",17218080,1991,NA,NA,NA,NA
"1790","Hugo",1044,"Par.",73864507,2011,NA,NA,NA,NA
"1791","Hulk",437,"Uni.",132177234,2003,"3 wins & 14 nominations.","Action, Sci-Fi","54","5.7"
"1792","Husbands and Wives",4569,"TriS",10555619,1992,NA,NA,NA,NA
"1793","Hush",4146,"Sony",13583690,1998,NA,NA,NA,NA
"1794","Hustle and Flow",3191,"ParC",22202809,2005,NA,NA,NA,NA
"1795","I'll Be Home for Christmas",4339,"BV",12214338,1998,NA,NA,NA,NA
"1796","I'll Do Anything",4592,"Col.",10424645,1994,NA,NA,NA,NA
"1797","I'm Gonna Git You Sucka",4221,"UA",13030057,1988,NA,NA,NA,NA
"1798","I Am Legend",111,"WB",256393010,2007,"9 wins & 22 nominations.","Drama, Horror, Sci-Fi, Thriller","65","7.2"
"1799","I Am Number Four",1491,"BV",55100437,2011,NA,NA,NA,NA
"1800","I Am Sam",2046,"NL",40311852,2001,NA,NA,NA,NA
"1801","I Can Only Imagine",882,"RAtt.",83482352,2018,NA,NA,NA,NA
"1802","I Don't Know How She Does It",4719,"Wein.",9662284,2011,NA,NA,NA,NA
"1803","I Feel Pretty",1707,"STX",48795601,2018,NA,NA,NA,NA
"1804","I Got the Hook-Up!",4613,"Mira.",10317779,1998,NA,NA,NA,NA
"1805","I Heart Huckabees",4257,"FoxS",12785432,2004,NA,NA,NA,NA
"1806","I Know What You Did Last Summer",1064,"Sony",72586134,1997,NA,NA,NA,NA
"1807","I Love Trouble",2607,"BV",30806194,1994,NA,NA,NA,NA
"1808","I Love You Beth Cooper",3972,"Fox",14800725,2009,NA,NA,NA,NA
"1809","I Love You to Death",3804,"TriS",16186793,1990,NA,NA,NA,NA
"1810","I Love You, Man",1090,"P/DW",71440011,2009,NA,NA,NA,NA
"1811","I Now Pronounce You Chuck and Larry",522,"Uni.",120059556,2007,NA,NA,NA,NA
"1812","I Spy",2420,"Sony",33561137,2002,NA,NA,NA,NA
"1813","I Still Know What You Did Last Summer",2068,"Sony",40002112,1998,NA,NA,NA,NA
"1814","I Think I Love My Wife",4284,"FoxS",12550605,2007,NA,NA,NA,NA
"1815","I, Frankenstein",3493,"LGF",19075290,2014,NA,NA,NA,NA
"1816","I, Robot",369,"Fox",144801023,2004,"Nominated for 1 Oscar. Another 1 win & 13 nominations.","Action, Crime, Drama","59","7.1"
"1817","I, Tonya",2669,"Neon",30014539,2017,"Nominated for 3 Oscars. Another 31 wins & 109 nominations.","Biography, Comedy, Drama","77","7.5"
"1818","I.Q.",2876,"Par.",26381221,1994,NA,NA,NA,NA
"1819","Ice Age",257,"Fox",176387405,2002,"Nominated for 1 Oscar. Another 5 wins & 29 nominations.","Animation, Adventure, Comedy","60","7.5"
"1820","Ice Age: Collision Course",1250,"Fox",64063008,2016,NA,NA,NA,NA
"1821","Ice Age: Continental Drift",308,"Fox",161321843,2012,"2 wins & 11 nominations.","Animation, Adventure, Comedy","49","6.6"
"1822","Ice Age: Dawn of the Dinosaurs",204,"Fox",196573705,2009,"3 wins & 13 nominations.","Animation, Action, Adventure, Comedy, Family","50","7.0"
"1823","Ice Age: The Meltdown",205,"Fox",195330621,2006,"7 wins & 16 nominations.","Animation, Adventure, Comedy","58","6.8"
"1824","Ice Pirates",4053,"MGM",14255801,1984,NA,NA,NA,NA
"1825","Ice Princess",3032,"BV",24402491,2005,NA,NA,NA,NA
"1826","Identity",1585,"Sony",52159536,2003,NA,NA,NA,NA
"1827","Identity Thief",425,"Uni.",134506920,2013,"1 win & 9 nominations.","Comedy, Crime, Drama","35","5.7"
"1828","Idlewild",4282,"Uni.",12571185,2006,NA,NA,NA,NA
"1829","If I Stay",1656,"WB (NL)",50474843,2014,NA,NA,NA,NA
"1830","If You Could See What I Hear",4845,"JenF",8693512,1982,NA,NA,NA,NA
"1831","Igor",3449,"MGM",19528602,2008,NA,NA,NA,NA
"1832","Il Postino",3210,"Mira.",21848932,1995,NA,NA,NA,NA
"1833","Imagine That",3813,"Par.",16123323,2009,NA,NA,NA,NA
"1834","Immortal Beloved",4686,"Sony",9914409,1994,NA,NA,NA,NA
"1835","Immortals",881,"Rela.",83504017,2011,NA,NA,NA,NA
