rank,title,studio,lifetime_gross,year
3818,Death Wish II,Film,161e5,1982
3819,The Getaway (1994),Uni.,16094974,1994
3820,No Holds Barred,NL,16093651,1989
3821,A Midsummer Night's Dream,FoxS,16071990,1999
3822,Dr. No,UA,16067035,1963
3823,Over the Top,WB,16057580,1987
3824,Adventureland,Mira.,16044025,2009
3825,Kung Pow! Enter the Fist,Fox,16037962,2002
3826,She's Having a Baby,Par.,16031707,1988
3827,The Transporter Refueled,EC,16029670,2015
3828,O,Lions,16025437,2001
3829,Across the Sea of Time (IMAX),SPC,16015639,1995
3830,The Raven,Rela.,16008272,2012
3831,Confessions of a Dangerous Mind,Mira.,16007718,2002
3832,The Devil and Max Devlin,BV,16e6,1981
3833,Armored,SGem,15988876,2009
3834,Tyler Perry's The Single Moms Club,LGF,15973881,2014
3835,Caveman,MGM,15965924,1981
3836,Marie Antoinette,Sony,15962471,2006
3837,Armed and Dangerous,Col.,15945534,1986
3838,Next of Kin,WB,15942628,1989
3839,Jason Goes to Hell: The Final Friday,NL,15935068,1993
3840,Hero at Large,MGM,15934737,1980
3841,Thomas and the Magic Railroad,Dest.,15933506,2000
3842,Dance with Me,Sony,15923122,1998
3843,Far From Heaven,Focus,15901849,2002
3844,The Birth of a Nation,FoxS,15861566,2016
3845,Gorky Park,Orion,15856028,1983
3846,Masquerade,MGM,15855828,1988
3847,Devil's Due,Fox,15821461,2014
3848,The Kite Runner,ParV,15800078,2007
3849,The Long Riders,UA,15795189,1980
3850,Eddie the Eagle,Fox,15789389,2016
3851,Kiss Me Goodbye,Fox,15782759,1982
3852,The Gospel,SGem,15778152,2005
3853,Black Sunday,Par.,15769322,1977
3854,3000 Miles to Graceland,WB,15749959,2001
3855,Avalon,Triu,15740796,1990
3856,Pride & Glory,WB (NL),15740721,2008
3857,Wishmaster,Live,15738769,1997
3858,The Island (1980),Uni.,15716828,1980
3859,Paparazzi,Fox,15714234,2004
3860,Leviathan,MGM,15704614,1989
3861,Once Is Not Enough,Par.,15700729,1975
3862,High Plains Drifter,Uni.,157e5,1973
3863,The Bonfire of the Vanities,WB,15691192,1990
3864,Superman IV: The Quest for Peace,WB,15681020,1987
3865,Larry the Cable Guy: Health Inspector,LGF,15680099,2006
3866,Life as a House,NL,15667270,2001
3867,Revenge,Col.,15645616,1990
3868,The Man with the Iron Fists,Uni.,15634090,2012
3869,Cirque du Soleil: Journey of Man (IMAX),SPC,15627434,2000
3870,Loser,Sony,15618626,2000
3871,View from the Top,Mira.,15614e3,2003
3872,Happily N'Ever After,LGF,15589393,2007
3873,Continental Divide,Uni.,15578237,1981
3874,Half Past Dead,Sony,15567860,2002
3875,Billy Bathgate,BV,15565363,1991
3876,Highlander 2: The Quickening,Istr,15556340,1991
3877,Shackleton's Antarctic Adventure (IMAX),WGB.,15553324,2001
3878,My Boss's Daughter,Dim.,15550605,2003
3879,Switch,WB,15545943,1991
3880,A Guy Thing,MGM,15545431,2003
3881,Cheech & Chong Still Smokin',Par.,15543710,1983
3882,The Ghost Writer,Sum.,15541549,2010
3883,All the Pretty Horses,Mira.,15540353,2000
3884,In America,FoxS,15539656,2003
3885,Catch and Release,Sony,15539051,2007
3886,A Perfect Getaway,Uni.,15515460,2009
3887,Corvette Summer,MGM,15514367,1978
3888,Drowning Mona,Dest.,15506764,2000
3889,Legend,Uni.,15502112,1986
3890,Mad Love,BV,15453274,1995
3891,Youngblood,UA,15448384,1986
3892,Rocket Man,BV,15448043,1997
3893,Reversal of Fortune,WB,15445131,1990
3894,The Infiltrator,BG,15436808,2016
3895,A Kiss Before Dying,Uni.,15429177,1991
3896,African Cats,BV,15428747,2011
3897,Wrong Turn,Fox,15418790,2003
3898,Mr. Destiny,BV,15379253,1990
3899,Spaced Invaders,BV,15369573,1990
3900,She-Devil,Orion,15351421,1989
3901,No Escape,Sav.,15339030,1994
3902,The Greatest Game Ever Played,BV,15337393,2005
3903,Bait,WB,15325127,2000
3904,About Time,Uni.,15322921,2013
3905,Jackie Chan's First Strike,NL,15318863,1997
3906,Stephen King's Thinner,Par.,15315484,1996
3907,Alpha Dog,Uni.,15309602,2007
3908,Bangkok Dangerous,LGF,15298133,2008
3909,Hair,MGM,15284643,1979
3910,Youth in Revolt,W/Dim.,15281286,2010
3911,Quick Change,WB,15260154,1990
3912,A Beautiful Planet,Imax,15250092,2016
3913,Bad Girls,Fox,15240435,1994
3914,The Madness of King George,Gold.,15238689,1994
3915,Dungeons & Dragons,NL,15220685,2000
3916,First Family,WB,15198912,1980
3917,Needful Things,Col.,15185672,1993
3918,The Last Exorcism Part II,CBS,15179302,2013
3919,Grease 2,Par.,15171476,1982
3920,The Corruptor,NL,15164492,1999
3921,Pure Country,WB,15164458,1992
3922,And So It Goes,CE,15160801,2014
3923,Flowers in the Attic,NW,15151736,1987
3924,Arthur and the Invisibles,MGM/W,15132763,2006
3925,"The Goods: Live Hard, Sell Hard",ParV,15122676,2009
3926,Big Top Pee-Wee,Par.,15122324,1988
3927,Muriel's Wedding,Mira.,15119639,1995
3928,Halloween: The Curse of Michael Myers,Dim.,15116634,1995
3929,Shipwrecked,BV,15104156,1991
3930,Breakin' 2: Electric Boogaloo,TriS,15101131,1984
3931,The Adventures of Pinocchio,NL,15094530,1996
3932,Ponyo,BV,15090399,2009
3933,The Invasion,WB,15074191,2007
3934,Toy Soldiers,TriS,15073942,1991
3935,American Psycho,Lions,15070285,2000
3936,Dead Man on Campus,Par.,15064946,1998
3937,King Solomon's Mines,Can.,15057465,1985
3938,Twilight (1998),Par.,15055091,1998
3939,Wings of Courage (IMAX),SPC,15054636,1995
3940,The Box,WB,15051977,2009
3941,See No Evil,LGF,15032800,2006
3942,Killing Them Softly,Wein.,15026056,2012
3943,Seven Psychopaths,CBS,15024049,2012
3944,More American Graffiti,Uni.,15014674,1979
3945,Judy Moody and the NOT Bummer Summer,Rela.,15013650,2011
3946,Madonna: Truth or Dare,Mira.,15012935,1991
3947,The Cave,SGem,15007991,2005
3948,Lions for Lambs,UA,15002854,2007
3949,For a Few Dollars More,UA,15e6,1967
3950,The Next Best Thing,Par.,14990582,2000
3951,Solaris,Fox,14973382,2002
3952,Baby: Secret of the Lost Legend,BV,14972297,1985
3953,Get Carter,WB,14967182,2000
3954,Child's Play 3,Uni.,14960255,1991
3955,Kiss of Death,Fox,14942422,1995
3956,Monty Python's The Meaning of Life,Uni.,14929552,1983
3957,The Night the Lights Went Out in Georgia,AVCO,14923752,1981
3958,The Commitments,Fox,14919570,1991
3959,Nighthawks,Uni.,14905359,1981
3960,Indian Summer,BV,14904910,1993
3961,Keeping Up with the Joneses,Fox,14904426,2016
3962,Step Up All In,LG/S,14904384,2014
3963,Election,Par.,14902041,1999
3964,Last Chance Harvey,Over.,14889042,2008
3965,S.O.B.,Par.,14867086,1981
3966,Music of the Heart,Mira.,14859394,1999
3967,Once Around,Uni.,14851083,1991
3968,Eve's Bayou,Trim.,14842388,1997
3969,The Substitute,Orion,14818176,1996
3970,Threesome,TriS,14815317,1994
3971,All I Want for Christmas,Par.,14812144,1991
3972,I Love You Beth Cooper,Fox,14800725,2009
3973,Ladybugs,Par.,14796494,1992
3974,Prom Night,Emb,14796236,1980
3975,Radio Days,Orion,14792779,1987
3976,Not Without My Daughter,MGM,14789113,1991
3977,The 6th Man,BV,14772788,1997
3978,Fire Birds,BV,14760451,1990
3979,My Soul to Take,Uni.,14744435,2010
3980,My Left Foot,Mira.,14743391,1989
3981,Tristan and Isolde,Fox,14734633,2006
3982,Orca,Par.,14717854,1977
3983,School Ties,Par.,14715067,1992
3984,Criminal (2016),LG/S,14708696,2016
3985,Flirting with Disaster,Mira.,14702438,1996
3986,Kickboxer,Can.,14697005,1989
3987,Iron Monkey,Mira.,14694904,2001
3988,City of Joy,TriS,14683921,1992
3989,The Case for Christ,PFR,14682684,2017
3990,Arthur 2: On the Rocks,WB,14681192,1988
3991,Room,A24,14677654,2015
3992,It Follows,RTWC,14674076,2015
3993,The Greek Tycoon,Uni.,14672713,1978
3994,The Secret of NIMH,MGM,14665733,1982
3995,The Nude Bomb,Uni.,14662035,1980
3996,Educating Rita,Col.,14648076,1983
3997,Clue,Par.,14643997,1985
3998,Beyond the Lights,Rela.,14618727,2014
3999,My Week with Marilyn,Wein.,14600347,2011
4000,Soldier,WB,14594226,1998
4001,The Girl Next Door,Fox,14589444,2004
4002,Flight of the Intruder,Par.,14587732,1991
4003,Children of the Corn,NW,14568989,1984
4004,Hellraiser,NW,14564027,1987
4005,Wild at Heart,Gold.,14560247,1990
4006,Death on the Nile,Par.,14560084,1978
4007,The Chamber,Uni.,14551359,1996
4008,School Daze,Col.,14545844,1988
4009,The Vanishing,Fox,14543394,1993
4010,To the Arctic (IMAX),WB,14532940,2012
4011,Everyone's Hero,Fox,14523101,2006
4012,Excess Baggage,Sony,14515490,1997
4013,"Oh, God! Book II",WB,14504277,1980
4014,Maximum Risk,Sony,14502483,1996
4015,Paint Your Wagon,Par.,145e5,1969
4016,A Fistful of Dollars,UA,145e5,1967
4017,Rich and Famous,MGM,14492125,1981
4018,Big Eyes,Wein.,14482031,2014
4019,Psycho III,Uni.,14481606,1986
4020,In Love and War,NL,14481231,1996
4021,Welcome to Mooseport,Fox,14470947,2004
4022,Bad Times At The El Royale,Fox,14462914,2018
4023,"Life, or Something Like It",Fox,14448589,2002
4024,"Hello, My Name is Doris",RAtt.,14444999,2016
4025,America (2014),LGF,14444502,2014
4026,American Ultra,LGF,14440985,2015
4027,The Edge of Seventeen,STX,14431633,2016
4028,Hollywoodland,Focus,14426251,2006
4029,Night of the Comet,Atl,14418922,1984
4030,Snow Falling on Cedars,Uni.,14417593,1999
4031,Tea with Mussolini,MGM,14401563,1999
4032,Halloween III: Season of the Witch,Uni.,144e5,1982
4033,Woodlawn,PFR,14394097,2015
4034,Remo Williams: The Adventure Begins,Orion,14393902,1985
4035,Godsend,Lions,14379751,2004
4036,Dark City,NL,14378331,1998
4037,Awake,MGM/W,14377198,2007
4038,Ishtar,Col.,14375181,1987
4039,The Buddy Holly Story,Col.,14363400,1978
4040,Capitalism: A Love Story,Over.,14363397,2009
4041,Memoirs of an Invisible Man,WB,14358033,1992
4042,Rapid Fire,Fox,14356479,1992
4043,Friday the 13th Part VIII,Par.,14343976,1989
4044,Lockout,FD,14326864,2012
4045,Ballistic: Ecks vs. Sever,WB,14307963,2002
4046,The Mosquito Coast,WB,14302779,1986
4047,Wish Upon,BG,14301505,2017
4048,Supergirl,TriS,14296438,1984
4049,The Competition,Col.,14287755,1980
4050,The Wizard,Uni.,14278900,1989
4051,The Messenger: The Story of Joan of Arc,Sony,14276317,1999
4052,Josie and the Pussycats,Uni.,14271015,2001
4053,Ice Pirates,MGM,14255801,1984
4054,Freddy Got Fingered,Fox,14254993,2001
4055,Amelia,FoxS,14245415,2009
4056,Return of the Living Dead,Orion,14237880,1985
4057,Supernova,MGM,14230455,2000
4058,Scanners (1981),Emb,14225876,1981
4059,Alex and Emma,WB,14218698,2003
4060,Sweet Liberty,Uni.,14205021,1986
4061,A Chorus Line,Col.,14202899,1985
4062,The Eiger Sanction,Uni.,142e5,1975
4063,How to Deal,NL,14195227,2003
4064,Disaster Movie,LGF,14190901,2008
4065,Soul Plane,MGM,14190750,2004
4066,Prince of Darkness,Uni.,14182492,1987
4067,Dirty Dancing: Havana Nights,Lions,14161590,2004
4068,Wholly Moses,Col.,14155617,1980
4069,Ernest Scared Stupid,BV,14143280,1991
4070,Spring Breakers,A24,14124284,2013
4071,The Emperor's Club,Uni.,14118751,2002
4072,Poltergeist III,MGM,14114488,1988
4073,Cool World,Par.,14110589,1992
4074,Dragonslayer,Par.,14110013,1981
4075,Tomboy,Crwn,141e5,1985
4076,Diner,MGM,14099953,1982
4077,Les Miserables (1998),Sony,14096321,1998
4078,New York Minute,WB,14071441,2004
4079,The Arrival,Orion,14063331,1996
4080,The Perfect Weapon,Par.,14061361,1991
4081,Fairy Tale: A True Story,Par.,14059077,1997
4082,The Beastmaster,MGM,14056528,1982
4083,Blues Brothers 2000,Uni.,14051384,1998
4084,Private School,Uni.,14049540,1983
4085,Stealing Harvard,SonR,14036406,2002
4086,Virus,Uni.,14036005,1999
4087,Left Behind (2014),Free,14019924,2014
4088,The Good Girl,FoxS,14018296,2002
4089,RBG,Magn.,14017361,2018
4090,Love & Friendship,RAtt.,14016568,2016
4091,In Too Deep,Mira.,14011454,1999
4092,What's Your Number?,Fox,14011084,2011
4093,Def Jam's How to Be a Player,Gram.,14009368,1997
4094,Creepshow 2,NW,14e6,1987
4095,On a Clear Day You Can See Forever,Par.,14e6,1970
4096,The Survivors,Col.,14e6,1983
4097,Missing,Uni.,14e6,1982
4098,Stand and Deliver,WB,13994920,1988
4099,The Lord of the Flies,Col.,13985225,1990
4100,It Comes At Night,A24,13985117,2017
4101,Follow That Bird (Sesame St.),WB,13961370,1985
4102,Jackie,FoxS,13960394,2016
4103,Candyman: Farewell to the Flesh,Gram.,13940383,1995
4104,Hot Rod,Par.,13938332,2007
4105,Firehouse Dog,Fox,13932383,2007
4106,Out Cold,BV,13906394,2001
4107,The Deep End of the Ocean,Sony,13898649,1999
4108,Monsoon Wedding,USA,13885966,2002
4109,Drop Dead Fred,NL,13878334,1991
4110,Born in China,BV,13873211,2017
4111,Cirque du Freak: The Vampire's Assistant,Uni.,13869515,2009
4112,My Stepmother is an Alien,Col.,13854e3,1988
4113,The Duchess,ParV,13848978,2008
4114,One Day,Focus,13843771,2011
4115,Y Tu Mama Tambien,IFC,13839658,2002
4116,Hamburger Hill,Par.,13839404,1987
4117,The Milagro Beanfield War,Uni.,13825794,1988
4118,Fly Me to the Moon,Sum.,13816982,2008
4119,Desperate Measures,Sony,13806137,1998
4120,Repo Men,Uni.,13794835,2010
4121,Labyrinth,TriS,13758362,1986
4122,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13757804,2014
4123,Letters from Iwo Jima,WB,13756082,2006
4124,Hit and Run,ORF,13749300,2012
4125,Broken Flowers,Focus,13744960,2005
4126,Great Balls of Fire!,Orion,13741060,1989
4127,The Tailor of Panama,Sony,13729742,2001
4128,Hey Arnold! The Movie,Par.,13728902,2002
4129,The Man Who Knew Too Little,WB,13717039,1997
4130,The Wings of the Dove,Mira.,13692848,1997
4131,Return to Snowy River,BV,13687027,1988
4132,Crank: High Voltage,LGF,13684249,2009
4133,Nixon,BV,13681765,1995
4134,One Magic Christmas,BV,13677222,1985
4135,Juwanna Mann,WB,13670733,2002
4136,The Pagemaster,Fox,13670688,1994
4137,Vice Versa,Col.,13664060,1988
4138,Warrior,LGF,13657115,2011
4139,Burnt,Wein.,13651946,2015
4140,Haunted Castle (IMAX),NWav,13651656,2001
4141,Crooklyn,Uni.,13642861,1994
4142,The Ladies Man,Par.,13616610,2000
4143,The Crush,WB,13609396,1993
4144,Trial and Error,NL,13602831,1997
4145,Osmosis Jones,WB,13596911,2001
4146,Hush,Sony,13583690,1998
4147,The Little Vampire,NL,13572400,2000
4148,The Namesake,FoxS,13569248,2007
4149,Envy,DW,13562325,2004
4150,The Haunting of Molly Hartley,Free,13559812,2008
4151,Tomcats,SonR,13558739,2001
4152,Shaun of the Dead,Rog.,13542874,2004
4153,Eighth Grade,A24,13539709,2018
4154,The Gate,NCeV,13539458,1987
4155,Africa's Elephant Kingdom (IMAX),Imax,13485455,1998
4156,De-Lovely,UA,13456633,2004
4157,The Grifters,Mira.,13446769,1990
4158,One Crazy Summer,WB,13431806,1986
4159,Bio-Dome,MGM,13427615,1996
4160,Extremities,Atl,13418091,1986
4161,Secrets & Lies,Oct.,13417292,1996
4162,Dredd,LGF,13414714,2012
4163,Megan Leavey,BST,13406883,2017
4164,A Kid in King Arthur's Court,BV,13406717,1995
4165,Solarmax,Hel.,13400161,2000
4166,Alfie,Par.,13399812,2004
4167,One Night with the King,8X,13395961,2006
4168,Bullets Over Broadway,Mira.,13383747,1994
4169,Labor Day,Par.,13371528,2014
4170,Friends with Money,SPC,13368437,2006
4171,Ghost Town,P/DW,13367624,2008
4172,Mr. Saturday Night,Col.,13351357,1992
4173,The Comebacks,FoxA,13349927,2007
4174,American Outlaws,WB,13342790,2001
4175,Ghosts of Mississippi,Sony,13323144,1996
4176,Sugar & Spice,NL,13305101,2001
4177,The Tree of Life,FoxS,13303319,2011
4178,Getting Straight,Col.,133e5,1970
4179,The Adventures of Milo and Otis,Col.,13299749,1989
4180,Lord of Illusions,MGM,13294422,1995
4181,The Pick-Up Artist,Fox,13290368,1987
4182,The Entity,Fox,13277558,1983
4183,Body of Evidence,MGM,13273595,1993
4184,Class Act,WB,13272113,1992
4185,The Mod Squad,MGM,13263993,1999
4186,Case 39,ParV,13261851,2010
4187,Visiting Hours,Fox,13258670,1982
4188,fear dot com,WB,13258249,2002
4189,Roller Boogie,MGM,13253715,1979
4190,Vice Squad,Emb,13253583,1982
4191,Trespass,Uni.,13249535,1992
4192,Crazy People,Par.,13236513,1990
4193,Inside Llewyn Davis,CBS,13235319,2013
4194,Daddy Day Camp,SonR,13235267,2007
4195,Enchanted April,Mira.,13200170,1992
4196,Revenge of the Ninja,MGM,13168027,1983
4197,Critters,NL,13167232,1986
4198,Greedy,Uni.,13137484,1994
4199,Rosewood,WB,13130349,1997
4200,Jason X,NL,13121555,2002
4201,Dr. T and the Women,Art.,13113041,2000
4202,Author! Author!,Fox,13111101,1982
4203,Back to the Beach,Par.,13110903,1987
4204,Frailty,Lions,13110448,2002
4205,The Rum Diary,FD,13109815,2011
4206,Playing for Keeps,FD,13102272,2012
4207,The Evil That Men Do,TriS,13102025,1984
4208,Hillary's America: The Secret History of the Democratic Party,QF,13099931,2016
4209,Whiplash,SPC,13092e3,2014
4210,Flyboys,MGM,13090630,2006
4211,American Me,Uni.,13086430,1992
4212,Cat's Eye,MGM,13086298,1985
4213,25th Hour,BV,13084595,2002
4214,Clockers,Uni.,13071518,1995
4215,The Big Fix,Uni.,13062708,1978
4216,Whip It,FoxS,13043363,2009
4217,Angela's Ashes,Par.,13042112,1999
4218,How to Eat Fried Worms,NL,13040527,2006
4219,House of Sand and Fog,DW,13040288,2003
4220,To Be or Not to Be (1983),Fox,13030214,1983
4221,I'm Gonna Git You Sucka,UA,13030057,1988
4222,The Great Train Robbery,MGM,13027857,1979
4223,The Crew,BV,13023075,2000
4224,The Concorde: Airport '79,Uni.,13015688,1979
4225,Religulous,LGF,13011160,2008
4226,They Live,Uni.,13008928,1988
4227,Wicker Park,MGM,13001257,2004
4228,Stroker Ace,Uni.,13e6,1983
4229,Vision Quest,WB,12993175,1985
4230,The Quiet American,Mira.,12988801,2002
4231,Do You Believe?,PFR,12985600,2015
4232,The Pirates Who Don't Do Anything,Uni.,12981269,2008
4233,Man's Best Friend,NL,12974636,1993
4234,Real Genius,TriS,12952019,1985
4235,Black Dog,Uni.,12951088,1998
4236,April Fool's Day,Par.,12947763,1986
4237,Perfect,Col.,12918858,1985
4238,Living Out Loud,NL,12905901,1998
4239,Volver,SPC,12899867,2006
4240,A Far Off Place,BV,12890752,1993
4241,Gods and Generals,WB,12882934,2003
4242,Senseless,Dim.,12874899,1998
4243,True Confessions,MGM,12850276,1981
4244,The Associate,BV,12844057,1996
4245,The Honeymooners,Par.,12843849,2005
4246,Wes Craven Presents: They,Dim.,12840842,2002
4247,Last Married Couple in America,Uni.,12835544,1980
4248,Mr. Wrong,BV,12825141,1996
4249,Anna Karenina,Focus,12816367,2012
4250,Highlander: Endgame,Mira.,12811858,2000
4251,Shoot 'Em Up,NL,12807139,2007
4252,Marvin's Room,Mira.,12803305,1996
4253,Rachel Getting Married,SPC,12796841,2008
4254,Beasts of the Southern Wild,FoxS,12795746,2012
4255,Mystic Pizza,Gold.,12793213,1988
4256,The Founder,Wein.,12786053,2017
4257,I Heart Huckabees,FoxS,12785432,2004
4258,The Evening Star,Par.,12767815,1996
4259,Undisputed,Mira.,12764657,2002
4260,Silent House,ORF,12754783,2012
4261,Weekend at Bernie's II,TriS,12741891,1993
4262,Atlantic City,Par.,12729675,1981
4263,Mr. Nice Guy,NL,12716953,1998
4264,The New World,NL,12712093,2005
4265,Carol,Wein.,12711491,2015
4266,D.O.A.,BV,12706478,1988
4267,The Darkest Minds,Fox,12695691,2018
4268,"Bon Cop, Bad Cop",All.,12665721,2006
4269,The Spitfire Grill,Sony,12658486,1996
4270,The Bedroom Window,DEG,12640385,1987
4271,Triple 9,ORF,12639297,2016
4272,Battle of the Sexes,FoxS,12638526,2017
4273,Everybody's All-American,WB,12638294,1988
4274,"House of 1,000 Corpses",Lions,12634962,2003
4275,Bad Influence,Triu,12626043,1990
4276,The Legend of the Lone Ranger,Uni.,12617845,1981
4277,The Omega Code,Prov.,12614346,1999
4278,Winter's Tale,WB,12600231,2014
4279,The Matador,Wein.,12594698,2005
4280,Under the Same Moon,Wein.,12590147,2008
4281,An Education,SPC,12574914,2009
4282,Idlewild,Uni.,12571185,2006
4283,Love & Mercy,RAtt.,12551031,2015
4284,I Think I Love My Wife,FoxS,12550605,2007
4285,The Light Between Oceans,BV,12545979,2016
4286,Hellraiser III: Hell on Earth,Mira.,12534961,1992
4287,Amityville II: The Possession,Orion,12534817,1982
4288,Gattaca,Sony,12532777,1997
4289,Compromising Positions,Par.,12531831,1985
4290,Judgment Night,Uni.,12526677,1993
4291,Freedomland,SonR,12512886,2006
4292,Cirque Du Soleil: Worlds Away,Par.,12512862,2012
4293,Black Mask,Art.,12504289,1999
4294,Evening,Focus,12492481,2007
4295,The French Connection 2,Fox,12484444,1975
4296,The Weather Man,Par.,12482775,2005
4297,First Monday in October,Par.,12480249,1981
4298,Love Jones,NL,12479335,1997
4299,Extreme (IMAX),Imax,12475172,1999
4300,Why Do Fools Fall in Love?,WB,12461773,1998
4301,The Marrying Man,BV,12454768,1991
4302,Vanishing Point,Fox,12442673,1971
4303,Life with Mikey,BV,12440858,1993
4304,People Like Us,BV,12434778,2012
4305,Strange Magic,BV,12429583,2015
4306,The Fourth Protocol,Lori,12423831,1987
4307,Irreconcilable Differences,WB,12414210,1984
4308,Lone Star,SPC,12408986,1996
4309,Monsignor,Fox,12408066,1982
4310,Cinema Paradiso,Mira.,12397210,1990
4311,Less Than Zero,Fox,12396383,1987
4312,Ready to Rumble,WB,12394327,2000
4313,Dangal,UTV,12391761,2016
4314,The Postman Always Rings Twice,Par.,12376625,1981
4315,A Shot in the Dark,UA,12368234,1964
4316,Silver Bullet,Par.,12361866,1985
4317,Escape from the Planet of the Apes,Fox,12348905,1971
4318,Undercover Blues,MGM,12324660,1993
4319,Three Identical Strangers,Neon,12320845,2018
4320,Hot Tub Time Machine 2,Par.,12314651,2015
4321,Miss Pettigrew Lives for a Day,Focus,12313694,2008
4322,Club Paradise,WB,12308521,1986
4323,No Mercy,TriS,12303904,1986
4324,Enemy Mine,Fox,12303411,1985
4325,Highlander 3: The Final Dimension,Mira.,12303080,1995
4326,A Stranger Among Us,BV,12282994,1992
4327,True Romance,WB,12281551,1993
4328,Self/Less,Focus,12279691,2015
4329,Casual Sex?,Uni.,12277096,1988
4330,Little Big League,Col.,12267790,1994
4331,Breakin' All the Rules,SGem,12264319,2004
4332,Confidence,Lions,12251640,2003
4333,Before I Fall,ORF,12241122,2017
4334,Far from the Madding Crowd,FoxS,12236500,2015
4335,12 Rounds,Fox,12234694,2009
4336,Lone Wolf McQuade,Orion,12232628,1983
4337,The 33,WB,12227722,2015
4338,Barney's Great Adventure,Poly,12218638,1998
4339,I'll Be Home for Christmas,BV,12214338,1998
4340,Hideaway,Sony,12201255,1995
4341,Family Business,TriS,12195695,1989
4342,Chasing Liberty,WB,12195626,2004
4343,Saving Grace,FL,12178602,2000
4344,Dreamscape,Fox,12145169,1984
4345,Pink Cadillac,WB,12143484,1989
4346,Let Me In,Over.,12134935,2010
4347,The Hate U Give,Fox,12132603,2018
4348,Roommates,BV,12096881,1995
4349,"Bye Bye, Love",Fox,12096673,1995
4350,Foxcatcher,SPC,12096300,2014
4351,Hellbound: Hellraiser II,NW,12090735,1988
4352,Soul Men,MGM/W,12082391,2008
4353,Holy Man,BV,12069719,1998
4354,Extraordinary Measures,CBS,12068313,2010
4355,She's Out of Control,Col.,12065892,1989
4356,Sunshine Cleaning,Over.,12062558,2009
4357,The Last Stand,LGF,12050299,2013
4358,The Black Stallion Returns,MGM,12049108,1983
4359,Fatal Beauty,MGM,12046526,1987
4360,The Protector (2006),W/DD,12044087,2006
4361,Chasing Amy,Mira.,12021272,1997
4362,In Dreams,DW,12017369,1999
4363,The Gift,ParC,12008642,2000
4364,Big Night,Gold.,12008376,1996
4365,Blow Out,Film,12e6,1981
4366,Comin' at Ya!,Film,12e6,1981
4367,The Sword in the Stone (Re-issue),BV,12e6,1983
4368,The King and I (1999),WB,11993021,1999
4369,Zoom,SonR,11989328,2006
4370,Phantasm,AVCO,11988469,1979
4371,End of the Spear,RM,11967e3,2006
4372,Sorority Row,Sum.,11965282,2009
4373,"Roman J. Israel, Esq.",Sony,11962778,2017
4374,Brighton Beach Memoirs,Uni.,11957943,1986
4375,Firewalker,Can.,11949484,1986
4376,Deathstalker,NW,11919250,1983
4377,The Thirteenth Floor,Sony,11916661,1999
4378,Upgrade,BH Tilt,11916615,2018
4379,The Darjeeling Limited,FoxS,11902715,2007
4380,Making Love,Fox,11897978,1982
4381,Sydney White,Uni.,11892415,2007
4382,Glee The 3D Concert Movie,Fox,11862398,2011
4383,Padmaavat,VPD,11846060,2018
4384,Sliding Doors,Mira.,11841544,1998
4385,Tales from the Hood,Sav.,11837928,1995
4386,Alaska,Sony,11829959,1996
4387,The Cookout,Lions,11814019,2004
4388,Back Roads,WB,11809387,1981
4389,Bloodsport,Can.,11806119,1988
4390,Meet Dave,Fox,11803254,2008
4391,3 Ninjas Kick Back,TriS,11798854,1994
4392,Zelig,WB,11798616,1983
4393,Caddyshack II,WB,11798302,1988
4394,The Lords of Discipline,Par.,11787127,1983
4395,Strictly Ballroom,Mira.,11738022,1993
4396,Dave Chappelle's Block Party,Rog.,11718595,2006
4397,Knockaround Guys,NL,11715637,2002
4398,Used Cars,Col.,11715321,1980
4399,Up the Creek,Orion,11708269,1984
4400,Winged Migration,SPC,11689053,2003
4401,Fifty Shades of Black,ORF,11686940,2016
4402,The Adventures of Elmo in Grouchland,Sony,11683047,1999
4403,Gone,LG/S,11682205,2012
4404,Girl with a Pearl Earring,Lions,11670971,2003
4405,Surviving Christmas,DW,11663156,2004
4406,Rock-A-Doodle,Gold.,11657385,1992
4407,Far From Home: The Adventures of Yellow Dog,Fox,11642946,1995
4408,Halloween 5,Gal.,11642254,1989
4409,The Muse,USA,11614954,1999
4410,The Last Kiss (2006),P/DW,11614790,2006
4411,The Promise,Uni.,11606005,1979
4412,Gross Anatomy,BV,11604598,1989
4413,Lifeforce,TriS,11603545,1985
4414,So I Married an Axe Murderer,TriS,11585483,1993
4415,Graveyard Shift,Par.,11582891,1990
4416,Wing Commander,Fox,11578059,1999
4417,Get Over It,Mira.,11576464,2001
4418,Henry & June,Uni.,11567449,1990
4419,Police Academy 6: City Under Siege,WB,11567217,1989
4420,The Other Side of the Mountain Part II,Uni.,11565678,1978
4421,The Legend of Drunken Master,Mira.,11555430,2000
4422,Pump Up the Volume,NL,11541758,1990
4423,Boys Don't Cry,FoxS,11540607,1999
4424,Turbulence,MGM,11538235,1997
4425,The Conspirator,RAtt.,11538204,2011
4426,The Longshots,MGM/W,11537046,2008
4427,Young Einstein,WB,11536599,1989
4428,Super Size Me,IDP,11536423,2004
4429,Fair Game (1995),WB,11534477,1995
4430,Just One of the Guys,Col.,11528900,1985
4431,No Manches Frida,PNT,11528613,2016
4432,Mulholland Falls,MGM,11526099,1996
4433,Shattered,MGM,11511031,1991
